62.115.142.224;1299;EU-TELIANET-20130924;TeliaSonera AB TELIANET-BLK 
85.91.3.1;34245;IE-MAGNET-MGMT;Magnet Networks Magnet Networks 
80.67.106.169;8426;CLARANET-ES-NETS;Claranet Spain Network CLARA-ES-AGG1 
62.115.114.84;1299;EU-TELIANET-20140617;TeliaSonera AB TELIANET-BLK 
62.115.114.86;1299;EU-TELIANET-20140617;TeliaSonera AB TELIANET-BLK 
178.16.212.1;50989;SE-SITABINFRA-LINKNET-1;SITAB Infra Linknets - 1 SITAB Infra aggregated route 
184.105.81.213;-2;unknown;unknown
89.149.182.78;3257;NACNET-EU;Tiscali International Network B.V. Robert-Bosch-Str. 32 D-63303 Dreieich Tinet SpA 
195.43.160.213;5602;KPNQWEST-IT;KPNQwest Italia Network Milano ,Italy KPNQwest Italia S.p.a. netblock 
90.147.80.53;137;GARRX-NET;GARR-X Backbone Consortium GARR GARR routes 
130.117.1.126;-2;unknown;unknown
185.55.84.65;201964;EURONIC-TKU-DC1;Euronic Oy Euronic datacenter IPv4 address block 
92.86.32.41;9050;Telekom_Romania;Romtelecom data customers Romtelecom 
62.204.192.245;15630;UNED;Universidad Nacional de Educacion a Distancia Madrid RedUNED 
83.145.254.69;29422;FI-NBLNETWORKS-20040202;Nebula Oy FI-NBLNETWORKS-20040202 
141.136.111.142;3257;NACNET-EU;Tinet International Network Hugenottenalle 167 63263 Neu-Isenburg Tinet SpA 
141.136.109.17;3257;NACNET-EU;Tinet International Network Hugenottenalle 167 63263 Neu-Isenburg Tinet SpA 
193.251.252.253;5511;OPENTRANSIT-BACKBONE;France Telecom Long Distance 61, rue des Archives, 75003 Paris France Telecom OPENTRANSIT 
141.136.111.146;3257;NACNET-EU;Tinet International Network Hugenottenalle 167 63263 Neu-Isenburg Tinet SpA 
193.166.255.37;1741;FUNET-PP-NETS3;FUNET Point-to-Point network FUNET-BLOCK 
212.47.215.205;3327;EE-ELKDATA-IPT;Elkdata OY Data Telecom, 212.47.215.0/24 
217.72.74.73;16016;VOLJATEL-LL;Voljatel server hosting For abuse please contact abuse@voljatel.si Voljatel telekomunikacije d.d. For abuse please contact abuse[at]voljatel.si 
83.167.56.219;8218;NEOT-BBONE-2;Neotelecoms Backbone 2 Neo Telecoms 
77.94.164.153;8641;NaukaNet;Moscow, Russia Nauka Telecom network Nauka-Svyaz 
193.251.241.43;5511;OPENTRANSIT-BACKBONE;France Telecom Long Distance 61, rue des Archives, 75003 Paris France Telecom OPENTRANSIT 
184.105.81.29;-2;unknown;unknown
151.6.192.14;1267;IUNET-BNET6;IUnet Via Lorenteggio 257 Milano, I-20100 INFOSTRADA 
185.59.200.66;44946;DGI-DUS1-BACKBONE;DG-i DUS1 Routing Backbone Dembach Goo Informatik GmbH (DUS1) 
130.206.212.93;766;REDIRIS;Entidad Publica Empresarial Red.es RedIRIS Spanish National R&D Network Madrid, Spain RedIRIS 
91.211.167.249;12565;LDLCNET;LDLC.COM SA LDLCNET 
62.40.125.18;21320;GEANT;IP allocation for GEANT network infrastructure GEANT European Backbone GEANT European Backbone 
166.49.208.63;5400;BT-IGNITE-GLOBAL-BACKBONE;Communications Networking Services 81 Newgate Street London EC1A 7AJ BT Global Networks 
154.54.58.153;-2;unknown;unknown
193.251.240.179;5511;OPENTRANSIT-BACKBONE;France Telecom Long Distance 61, rue des Archives, 75003 Paris France Telecom OPENTRANSIT 
62.115.114.88;1299;EU-TELIANET-20140617;TeliaSonera AB TELIANET-BLK 
154.54.7.129;-2;unknown;unknown
87.128.237.245;3320;DTAG-TRANSIT18;Deutsche Telekom AG for IP-Transit Deutsche Telekom AG, Internet service provider 
154.54.40.110;-2;unknown;unknown
151.6.2.34;1267;IUNET-BNET6;IUnet Via Lorenteggio 257 Milano, I-20100 INFOSTRADA 
185.4.94.2;59682;INASSET-1-IPv4-3;inAsset Networks - NixMad IPv4 
195.22.19.77;8426;ESOTERICA;Claranet Portugal Clara.net Portugal Lisboa, Portugal Clara.net Portugal Lisboa, Portugal 
129.250.6.248;-2;unknown;unknown
62.154.14.210;3320;DTAG-BB16;Deutsche Telekom AG Deutsche Telekom AG, Internet service provider 
109.205.107.78;12835;TNNET-Fiemme2013-OBB-0-127;Trentino Network s.r.l. Via Gilli,2 Mondiali Fiemme 2013 Trentino Network srl 
62.154.14.218;3320;DTAG-BB16;Deutsche Telekom AG Deutsche Telekom AG, Internet service provider 
130.152.181.145;-2;unknown;unknown
184.105.80.202;-2;unknown;unknown
109.205.107.77;12835;TNNET-Fiemme2013-OBB-0-127;Trentino Network s.r.l. Via Gilli,2 Mondiali Fiemme 2013 Trentino Network srl 
154.54.28.130;-2;unknown;unknown
46.28.43.209;47537;BE-WEEPEE-20100719;WeePee NV WeePee Brussels Customer Aggregation 
154.54.58.234;-2;unknown;unknown
129.250.4.85;-2;unknown;unknown
80.78.80.1;34685;DE-XOVO-BLN1;X.OVO GmbH WebServices DE-XOVO-BLN 
141.136.107.154;3257;NACNET-EU;Tinet International Network Hugenottenalle 167 63263 Neu-Isenburg Tinet SpA 
78.109.81.252;34948;TYPHON;Typhon Typhon 
178.19.208.4;50324;ORCO-CORE;GSG Asset GmbH & Co Verwaltungs KG Infrastructure Assignment ORCO-PA-01 
77.67.82.10;3257;NACNET-EU;Tinet International Network Hugenottenalle 167 63263 Neu-Isenburg Tinet SpA 
89.207.60.3;41073;IE-RTE-20060608;Radio Telefis Eireann Radio Telefis Eireann -- rte.ie 
77.70.145.251;5377;FR-ASTRIUM-AUS-POP-1;Aussaguel D'Issus POP FR-ASTRIUM-AUS-POP-1 
212.102.224.1;15415;DE-OBERBERGONLINE-20000530;Oberberg-Online Informationssysteme GmbH Provider Local Internet Registry Oberberg-Online Informationssysteme GmbH 
81.30.0.1;16191;ICANET;ICA-NET SRL PROVIDER Local Registry ICA-NET S.r.l. - ISP and WISP 
81.201.48.195;8251;NFX-PUBLIC-CORE;NFX ipv4 public peering Neutral Free eXchange members 
5.11.48.6;47215;FILOO-CLOUD;Filoo GmbH Global Route for filoo GmbH 
62.214.34.161;8881;VT-NETWORK;Versatel Deutschland Internet Services Versatel Deutschland 
154.25.4.21;-2;unknown;unknown
195.69.119.187;-2;NETNOD-IX;NETNOD Internet Exchange i Sverige AB Peering mesh NETNOD-IX $Id 
149.6.140.61;-2;unknown;unknown
82.209.176.141;29518;INFRA-BREDBAND2-NET-SE;Bredband2 Infrastructure BREDBAND2-BLK 
83.167.56.148;8218;NEOT-BBONE-2;Neotelecoms Backbone 2 Neo Telecoms 
46.31.104.123;197075;ACTIVENETWORK;Active Network S.p.A. Active Network S.p.A. 
193.93.72.30;43451;RADIOLAN;RadioLAN spol. s r.o. RADIOLAN-SK-NET 
62.58.253.193;13127;TELE2-CUST-CEGEKA-DATA-CENTER-NV;Tele2 IP-UPLINK customer European Customer and internal transit prefix 
129.250.2.234;-2;unknown;unknown
82.194.122.65;8881;DE-VERSATEL-20031017;Versatel Deutschland GmbH BreisNet Telekommunikations- und Carrier-Dienste GmbH PROVIDER Local Registry Versatel Deutschland 
151.6.6.176;1267;IUNET-BNET6;IUnet Via Lorenteggio 257 Milano, I-20100 INFOSTRADA 
213.198.77.117;-2;VERIO-DE-INFRA;VERIO DE Dusseldorf facility 
80.231.138.22;6453;Highbridge-SV8-TATAC;Customers access -30 and BB internal use TATA Communications 
78.152.48.8;5580;ATRATOIP-269;Assigned to customer_id C-TR AS5580 
80.156.163.57;3320;DTAG-TRANSIT12;Deutsche Telekom AG for IP-Transit Deutsche Telekom AG, Internet service provider 
185.76.156.1;52094;NET-SPACY-BLO1-NET2;Net-Spacy IT-Services GmbH Net-Spacy IT-Services GmbH 
193.252.160.82;-2;RBCI;France Telecom IP Backbone 
94.228.191.85;34177;CELESTE-5;CELESTE CELESTE Network #4 
62.214.34.226;8881;VT-NETWORK;Versatel Deutschland Internet Services Versatel Deutschland 
95.141.32.1;49367;SEFLOW-DEDICATED-NET;SeFlow.it Dedicated Servers - wf2 - Milan SeFlow.it Internet Services - wf2 - Milan 
89.149.183.126;3257;NACNET-EU;Tinet Spa Tinet SpA 
62.214.104.109;8881;VT-NETWORK;Versatel Deutschland Internet Services Versatel Deutschland 
10.100.110.1;-1;private;private
193.252.137.10;-2;RBCI;Public IP for Orange Identity 
81.88.54.249;39729;IT-REGISTER-20060410;REGISTER.IT SPA Register.IT S.p.A. Register.IT S.p.A. prefix 
194.113.216.21;30962;DE-COMTRANCE-INFRA;comtrance GmbH ID-NET 
149.11.100.33;-2;unknown;unknown
37.25.57.4;57642;FR-ADENCF;FIGARO CLASSIFIEDS S.A. FIGARO CLASSIFIEDS S.A. 
89.149.187.42;3257;NACNET-EU;Tinet Spa Tinet SpA 
193.168.50.29;34749;FR-GLOBAL-ASP-20050329;GLOBAL SERVICE PROVIDER S.A. Global Service Provider 
80.231.139.42;6453;Highbridge-SV8-TATAC;Customers access -30 and BB internal use TATA Communications 
130.152.184.3;-2;unknown;unknown
212.74.67.45;-2;COLT-BB-FR;COLT Backbone addresses in FR and NL 
80.190.172.124;15598;LTD-INTERDOSE-NET-DE;Interdose Ltd. & Co. KG 69123 Heidelberg IP Exchange GmbH 
193.178.60.140;31337;SE-ELEET;ELEET Networks ELEET Networks ELEET Network 
62.115.115.138;1299;EU-TELIANET-20140617;TeliaSonera AB TELIANET-BLK 
149.11.150.5;-2;unknown;unknown
130.117.49.118;-2;unknown;unknown
85.91.1.162;34245;IE-MAGNET-SERVICES1;Magnet Networks Magnet Networks 
109.110.244.2;35432;BBONE-INTRASTRUCTURE;Backbone, interconnections, infrastructure WAVESPEED 
154.54.88.10;-2;unknown;unknown
193.251.129.84;5511;OPENTRANSIT-BACKBONE;France Telecom Long Distance 61, rue des Archives, 75003 Paris France Telecom OPENTRANSIT 
147.229.252.114;197451;VUTBRNET;Brno University of Technology VUTBR-NET4 
78.152.32.90;5580;ATRATOIP-602;Assigned to customer_id BGP subnet for WIA AS5580 
129.250.2.50;-2;unknown;unknown
213.83.34.25;12306;PUNKT-NET;punkt.de GmbH Kaiserallee 13a, Karlsruhe Plus.line Systemhaus GmbH 
195.219.83.186;6453;LDN-VSNL;Customers access -30 and BB internal use TATA Communications 
80.231.131.2;6453;LONDON-L78-TATAC;Customers access -30 and BB internal use TATA Communications 
80.91.251.207;1299;TELIA-TIC-NET-1;Telia International Carrier AS1299 Backbone TELIANET-BLK 
80.146.165.92;3320;IC3SNET;IC3S AG Deutsche Telekom AG, Internet service provider 
78.152.53.51;5580;NL-ATRATOIP-20091002;Hibernia Networks (Netherlands) BV AS5580 
62.115.141.90;1299;EU-TELIANET-20130924;TeliaSonera AB TELIANET-BLK 
194.150.37.81;8928;GB-INTEROUTE-INTERFACES-NETS;Customer P2P interface addresses in GB Interoute Communications Ltd 
149.6.32.9;-2;unknown;unknown
154.25.1.109;-2;unknown;unknown
184.105.80.85;-2;unknown;unknown
154.25.3.233;-2;unknown;unknown
178.32.135.230;16276;OVH;OVH SAS CDN infrastructures http OVH ISP 
31.172.112.65;60955;WAVECON-NET-4;Wavecon GmbH DE-WAVECON-20110401 
130.117.1.105;-2;unknown;unknown
193.242.98.151;13041;CATNIX-NET;Consorci de Serveis Universitaris de Catalunya CATalonia Neutral Internet eXchange 
130.117.3.237;-2;unknown;unknown
149.6.162.57;-2;unknown;unknown
185.4.228.5;199231;Network1;Datalahti OY DATALAHTI AS route 
72.52.92.166;-2;unknown;unknown
217.17.197.33;15725;IKSNET;IKS Service GmbH Leutragraben 1 07743 Jena DE-IKS-JENA 
212.202.213.233;20676;QSC-IGP-14;QSC AG Internal Network Infrastructure QSC AG 
193.252.159.62;-2;RBCI;France Telecom IP Backbone 
212.18.205.110;8937;SKYWAY-NET;Key-Systems/Skyway VSENET / Teresto / artelis Nell-Breunig-Allee 6 D-66115 Saarbruecken 
130.117.51.142;-2;unknown;unknown
62.115.142.73;1299;EU-TELIANET-20130924;TeliaSonera AB TELIANET-BLK 
154.54.43.10;-2;unknown;unknown
154.54.43.14;-2;unknown;unknown
77.233.240.49;31027;NIANET_CORE;nianet core network and servers nianet a/s 
217.24.235.241;9063;ARTELIS-NET;internes Netz artelis/vsenet/teresto VSENET / Teresto / artelis Nell-Breunig-Allee 6 D-66115 Saarbruecken 
84.46.112.62;15943;WILHELM_TEL_NET;ROUTING INTERN wilhelm.tel GmbH Heidbergstrasse 101-111 D-22846 Norderstedt wilhelm.tel GmbH 
154.54.43.18;-2;unknown;unknown
154.54.27.157;-2;unknown;unknown
62.40.124.245;21320;GEANT;IP allocation for GEANT network infrastructure GEANT European Backbone GEANT European Backbone 
81.88.51.254;39729;REGISTER-CORE;loopbacks and transfernets Register.IT S.p.A. prefix 
193.107.56.2;50535;EUSKILL-NET;Euskill SARL AS50535 
63.222.0.14;-2;unknown;unknown
130.117.51.146;-2;unknown;unknown
149.6.32.25;-2;unknown;unknown
154.54.7.158;-2;unknown;unknown
195.2.27.249;1273;CW-CWINTERN-NET;Cable & Wireless DUC node transfernets Cable & Wireless Austria Netblock 
84.46.99.89;15943;IC3S-NET;IC3S AG Beckerbarg 6 D-22889 Tangstedt Germany wilhelm.tel GmbH 
62.108.38.1;30962;DE-COMTRANCE-CUSTOMER-04;comtrance GmbH Customer PA Space comtrance GmbH 
151.6.192.56;1267;IUNET-BNET6;IUnet Via Lorenteggio 257 Milano, I-20100 INFOSTRADA 
